"Round",1,2,3,4,5
10,0.2260990191139683,0.1349752326228955,0.07487194047004117,0.04531706082055126,0.03346157738856893
20,0.20253169930290912,0.11924150742082033,0.06956829122257897,0.043207136611316595,0.03303678300962365
30,0.18921072865634378,0.11336558523553047,0.06891315271472571,0.04228979173146935,0.034545199858851
40,0.46800405271950724,0.3434562304066242,0.21548530536486143,0.14096547991729164,0.09330415256915882
50,0.4227155243087491,0.3054819325337333,0.18544271773451326,0.11192060473869134,0.07161987524278819
60,0.3564803778844296,0.2295317287647981,0.1294251434083561,0.07867923619228596,0.04571298371991774
70,0.28954972385316874,0.16506854295979126,0.08510305657258711,0.049919895512399295,0.03444308032219644
80,0.3121847195482494,0.19710792700742538,0.11072920679903928,0.0641437777587188,0.03874775752248278
90,0.30874407885035793,0.17907210345336785,0.09577820899282043,0.05486341765874425,0.036053901597993473
100,0.27351111768901365,0.15967019697804205,0.09002035004390635,0.052372083022105345,0.033396880938118136
110,0.14672816337168346,0.09759812976242226,0.061149841755591884,0.042036836978939805,0.031935476176612694
120,0.2795904763788539,0.14731114091463454,0.0748005233833552,0.04614174763671199,0.03335955988675173
130,0.3749625110203489,0.22741397972119545,0.12105279593253099,0.07288430608411044,0.04463560036414156
140,0.34676516793831547,0.23597360835415346,0.14061060171881273,0.08142920304640952,0.05440056712141058
150,0.285563309601295,0.1933760926327949,0.11760562527439904,0.06303450850861032,0.04242802605897699
160,0.21744143730953114,0.16209052771924248,0.09668131414871896,0.05485969732555146,0.03583340911643463
170,0.11014996256070188,0.08868493509047824,0.061441378912044924,0.04029180025966621,0.032704591320949904
180,0.1581277457941898,0.10685901635361668,0.07062741765101753,0.04864768033198152,0.03373626211253675
190,0.13523578795689067,0.09546732392922344,0.06587699286139576,0.044896846175707286,0.03163155270074501
200,0.11477929613074422,0.08670365687885065,0.061298595962537894,0.04138352403577516,0.03172485939081478
210,0.10269174465312361,0.08192958529748573,0.06123956383706094,0.04189847577292683,0.0327116619105401
220,0.11518928796925867,0.08929914148668099,0.05861478874365655,0.04096280967748873,0.03184770031785241
230,0.08838564365889366,0.08181041261742827,0.05643976788369863,0.03839171948669164,0.03234788119414738
240,0.18667755014822218,0.11399201037653489,0.06842370859804356,0.04246237630945854,0.03119803228188022
250,0.15945586383899568,0.11330829579090304,0.06336125252151222,0.04230123158072107,0.031117562139521878
260,0.1765650230757286,0.10169676748393319,0.06340800429248078,0.04049510061618469,0.03223961186856923
270,0.3815809151964511,0.1956399932453236,0.10216798435733945,0.06117936848873423,0.041068027755003546
280,0.3384959111509623,0.1958785801406675,0.13031889599611554,0.0701570339373712,0.05145007905149691
290,0.36253659788464315,0.23827409799050858,0.17340474764809713,0.10563346637260793,0.06984867697244232
300,0.22688151527328299,0.13749288378219512,0.08957741413188883,0.05264309229949257,0.034816615813014734
310,0.22858954560843747,0.16465669068397282,0.09408973756602138,0.05713520212311275,0.03659378010387918
320,0.18775048064443683,0.13336414589328027,0.0763755147420896,0.048553092857306156,0.03518178418401488
330,0.2117820339671984,0.14175161690903887,0.08387256467469348,0.04747516009042695,0.03323941475060554
340,0.22359758881133163,0.13686450650200924,0.0759694819092513,0.04785912938785893,0.03478507640157352
350,0.12947568018889893,0.0985318966481199,0.06407214557962612,0.04176979391293986,0.03178104670659327
360,0.22504932184006157,0.14300569572525962,0.07639936077948206,0.04833696893553188,0.034578826316577486
370,0.22422651571410673,0.13423959630877733,0.07226190241465316,0.047686463108692866,0.033608061638085905
380,0.0816997647640306,0.07690549713117655,0.05478546665799976,0.040732787815690764,0.029681903393754306
390,0.09594570895419179,0.08127094413292432,0.05297287347102074,0.03909082436756195,0.030410421721435342
400,0.09650768305291543,0.08392000457737447,0.05615297178236741,0.04074176677970945,0.030008725434297362
410,0.08085896563818638,0.08242978627852325,0.05582362759772937,0.0394334912366537,0.031171984539092267
420,0.1623580362878938,0.10721421831707606,0.06253712547077456,0.0412373029163375,0.030645384621098636
430,0.11091704330692936,0.07893573049492215,0.05527230154977369,0.04004646901981357,0.030539848565837815
440,0.2614617342522637,0.1403581007083411,0.08174120571424438,0.05216280234912912,0.034784051494829465
450,0.18121573563963786,0.10964529958713486,0.06387116107176373,0.04356070301965822,0.03166181264833953
460,0.18877014718628415,0.12016410109516913,0.06902474342938712,0.0420727295278639,0.032114911443905644
470,0.23253147824923875,0.146858958109986,0.0784662821038265,0.04484574987706554,0.031391132552007234
480,0.20376906258681324,0.12735169387734027,0.07488396992092762,0.04581215702522994,0.03240513983887187
490,0.16483961499909952,0.1257164831601369,0.07350363953169373,0.04584780884067616,0.03434136709910393
500,0.11330369499513628,0.10577643847640555,0.06369116059206388,0.042506564829515384,0.03110766239627177
510,0.1091072271035063,0.09473135855684964,0.05985800635576963,0.04296697830917137,0.03233520825403282
520,0.11391034467111409,0.08745519378041869,0.05596276564050951,0.039907656845163064,0.03279224953561227
530,0.10790184527936009,0.08766065430762748,0.05723779523997169,0.04157355528505487,0.030234205441819956
540,0.09268379715068112,0.08339167017744184,0.05981574894736591,0.0425103722279816,0.03193044153124211
550,0.09534661851238066,0.08215658108675356,0.05906554904632571,0.04073440438358297,0.030869476349024462
560,0.07485007425789553,0.07977734350737385,0.05646257367557849,0.03930146254849528,0.03149653928653313
570,0.08956286061943879,0.08376219912228526,0.057312599905777806,0.040506843383768275,0.030847295769754354
580,0.07312978942183657,0.07742688019769936,0.05674078447261452,0.041026573972902075,0.030898946869968788
590,0.06275144545602505,0.07124338085054509,0.05131402560671502,0.04113053577001693,0.0322595527041488
600,0.06750498058470948,0.06861414819926244,0.05083199517853387,0.0389572439194453,0.03182242180354616
610,0.12743369017067505,0.08227536876538162,0.05774361476304803,0.040475065074524454,0.030827865028904104
620,0.09435515619002882,0.08008037718264699,0.05206164885295837,0.03951345070665832,0.029882364907934077
630,0.06410744263637294,0.06628208715418783,0.04950757963249531,0.03828553471273261,0.03423687905870378
640,0.0708110800431565,0.07100460337891458,0.0514202816079105,0.036853597715387786,0.030616454301195094
650,0.07000902090913438,0.07018794415540311,0.0504715075920537,0.03863315104614294,0.03233961703593922
660,0.1274839657019334,0.09557270264358231,0.06044332213582357,0.04117415278663936,0.032579884423607194
670,0.10488339599829334,0.08130239450490025,0.0543630010351693,0.040685724707240044,0.03182189168468402
680,0.07529291697493688,0.07001661588396245,0.052880272836672654,0.03823481295484302,0.032330636854363354
690,0.1600540394520527,0.10254430856789688,0.05934383748858547,0.04141392398438351,0.033105952524816726
700,0.06840029224612587,0.06782429859601663,0.04707977250534982,0.03741193541833488,0.0320602090573387
710,0.0796810863353715,0.07258256802326087,0.05066632141111601,0.037584624620960856,0.03074793817203588
720,0.05704695044403355,0.0682265316165619,0.044642299508447496,0.03747739495999405,0.03061994728943909
730,0.058144610544401704,0.06569241536359019,0.04626357476606558,0.03732718109335447,0.029936507197373636
740,0.2205655219828913,0.1412114268227961,0.08304366987478538,0.05281377342055156,0.035191666248184504
750,0.06354698564408667,0.06375571563117942,0.04769521398805454,0.03954225618353168,0.029266232301679813
760,0.04561686751588875,0.06051281869992653,0.04274339859746595,0.035553037999463986,0.029895089971193372
770,0.054850043233989045,0.05604053601905548,0.04522630659826739,0.03779869576648989,0.030398006286715643
780,0.053601507267618136,0.06169503061659669,0.04336464559557746,0.03630446253846374,0.031768336779038384
790,0.04942141127392938,0.05644957573220762,0.04348117957439264,0.035687918350159886,0.03052697826310049
800,0.051587362621811364,0.06254466878485346,0.04561065055720517,0.036484166226168464,0.0304350224730493
810,0.06016468601284189,0.06222787421437302,0.046523156974089305,0.035497042621849925,0.03146944356148529
820,0.05161217215771282,0.0601907877396688,0.04563852913979929,0.036206822000262796,0.029635418876540243
830,0.04583862734585243,0.05914844429761116,0.04646075366057432,0.03662451666088728,0.029868544036767593
840,0.048146727850996975,0.0625772783731192,0.047699320551546694,0.036888360497555756,0.02976440054404366
850,0.04442569213611189,0.05915954565471058,0.045919735092545225,0.035740130354998914,0.03209103094874269
860,0.04572459655207778,0.05860699283749094,0.047272199156261505,0.037939377960565984,0.029741967339599478
870,0.03860011785293409,0.057685509041885984,0.047549485357370185,0.03840624916061662,0.029822485575767572
880,0.029194427868261347,0.055033217813479,0.04454504066403361,0.03449516341167247,0.03192122346614008
890,0.03622800503778334,0.050329861172780044,0.04327967452929167,0.034539174548975614,0.02966285324351635
900,0.03980947062550356,0.051306664768100835,0.04265883930291046,0.03674179125700795,0.030410564586922584
910,0.06308776306077961,0.05401636625161495,0.04285822188342867,0.03463959802806357,0.02980882771413505
920,0.05253179172665827,0.051192472227344236,0.04072745017711165,0.03311333599718305,0.029272003757702374
930,0.02906755854673425,0.0449381978179438,0.03748732483990152,0.034705733110963935,0.029539237236556413
940,0.02577084002023037,0.041441882665467444,0.03715484960457078,0.032271375083586185,0.029988596717829444
950,0.02303028752791385,0.03551197032411619,0.03556355608586026,0.03499956070856947,0.030220976495709193
960,0.02253816436591295,0.04029735621542498,0.035570363103008984,0.03282224568117721,0.03055561786174279
970,0.028841925535236533,0.03934829195381182,0.03666712724918114,0.03232768798754673,0.02987466998747676
980,0.028869804038361833,0.035897923049679245,0.037200419882499385,0.0314875350005371,0.030426958757613143
990,0.029958559743509666,0.03722448875670839,0.038709198216593625,0.03171432452007653,0.03074397269219056
1000,0.023994006887698295,0.03850679368073357,0.03798477218541669,0.03362605954499189,0.028103269713189986
1010,0.020275605434479954,0.03296436152653801,0.033140450860064556,0.03133896441132809,0.030009975819868893
1020,0.015141471233128147,0.034093616559967566,0.03611031272899773,0.03296004101460407,0.029355476364998467
1030,0.027712744971398227,0.0336757724297444,0.034448788356860584,0.0312408062859815,0.030837244173950656
1040,0.026287533454472274,0.03237217996437905,0.03435983904885427,0.03256376033410424,0.031109452005803808
1050,0.024508989450540898,0.033665312248661344,0.036319714847003276,0.0315335755895421,0.03123644843458071
1060,0.02065420063141577,0.03498779493595088,0.03522807809934446,0.03282543746402061,0.02874211997508152
1070,0.020018008494388197,0.03456288215001631,0.03637711151602976,0.03139778885528201,0.03127745767385929
1080,0.01988269983647251,0.0342277389675018,0.03346946392715558,0.032329242392721336,0.03173016716326584
1090,0.017168146373724623,0.029414799457230932,0.03507735091737466,0.03369933249637158,0.028974937638243176
1100,0.022581437512579794,0.03310223800385793,0.03657829160076169,0.03424596519136146,0.029085183363391345
1110,0.02453434476199337,0.03216806115528422,0.03615378911690848,0.032674615047307155,0.031131833407839666
1120,0.021258317557828327,0.032396250125031334,0.03430471757877336,0.03256921286930313,0.029407970060114082
1130,0.025365890041829327,0.033650142691641995,0.03291798296691125,0.03439534814810948,0.028100869799260214
1140,0.017434839620395482,0.03375611915273368,0.03430928442696952,0.03281214959139666,0.028242714093872953
1150,0.02224974235938938,0.03236777774802985,0.0333211114200079,0.03099134823344533,0.02920930609745125
1160,0.016674120000901006,0.03341642934386908,0.03501648925781446,0.030954540231552582,0.029170311165316126
1170,0.016709236314842012,0.02999991953444249,0.03548106630299712,0.032180935910872566,0.029582909488563434
1180,0.020834846614038248,0.033539729845838126,0.03418683183896304,0.03396805791033192,0.029354263733815777
1190,0.01773252975622349,0.03254995749697309,0.035136217598978274,0.030732310286448954,0.02873977393706839
1200,0.019461968615779014,0.03199308104837557,0.03652948709377921,0.032285232046666584,0.02984704659944654
1210,0.023376373446697463,0.035081675188062704,0.033344781596600426,0.03219590671831215,0.028831077699531363
1220,0.026087061441821366,0.03479202795619458,0.03713992786181765,0.0335539421889057,0.030197490018664515
1230,0.02008353753612021,0.031533875011935414,0.03444673245549329,0.03093883558232754,0.029824250752123863
1240,0.017952834248730842,0.03713724273597801,0.03604441844749905,0.03384648564688611,0.02976225398572467
1250,0.021642555746110865,0.03330250295129575,0.03508564070493795,0.03140425942321998,0.030039301372362315
1260,0.024107321598322802,0.03348970634295209,0.03584740659138122,0.03229329972692072,0.029787897481365958
1270,0.021895975225462865,0.03107782547467,0.03343158116312118,0.03258988857632836,0.029156724049775994
1280,0.0207025661499185,0.03209458837232058,0.035837754652980766,0.031288488486381195,0.028689139574687328
1290,0.023152738866478402,0.03333094454096196,0.03485408704766881,0.032687244367866575,0.030629873264038817
1300,0.027400146208057075,0.03182545550860567,0.03707363030110236,0.031407216763406194,0.02841199265227463
1310,0.025767137399939417,0.03425090549164783,0.035412728135892434,0.03245866044149853,0.028505949608660142
1320,0.022002159888652735,0.036078321575339724,0.034765380545711974,0.03494853587456945,0.029115507656186496
1330,0.026929868836665673,0.032042672145394205,0.03603413468086788,0.03249661405707732,0.02804100578424975
1340,0.019055561001656326,0.03266852100917197,0.03438762801226243,0.03146253034843086,0.03088886378566609
1350,0.025703997047290556,0.032376396553125956,0.034724790028691006,0.03231058282476354,0.029355163001964578
1360,0.025892574855938752,0.03348838483429138,0.03559438654493117,0.03175211756852098,0.03013697978298463
1370,0.021581007042409305,0.03234330089535489,0.03384036761819077,0.032137865251628914,0.029299238425651433
1380,0.02622707014819192,0.033533773109957414,0.03365517769078291,0.03253649586296913,0.029820823830647235
1390,0.02491175205148258,0.03102504387606776,0.03216635958574468,0.03136868602575874,0.029493234831452383
1400,0.020075744325146593,0.03354300163851221,0.03383778338276234,0.032830506682478146,0.030837892362766475
1410,0.019143154601518414,0.031657724649447994,0.03412130180961454,0.03153961899552619,0.029269105589492615
1420,0.02604760458832023,0.032285194983283694,0.03278015637537693,0.030251684021920747,0.030835969960672185
1430,0.021588604399987887,0.03232025545204776,0.0333307512489825,0.03199769551169304,0.029931462888847765
1440,0.026955402330747724,0.03498763750634795,0.035261209742824276,0.03246170365088866,0.030543243978972283
1450,0.024227506129894726,0.03417797822099392,0.03499127573669736,0.03125631267634888,0.029014492248418636
1460,0.023859178077814357,0.03019892520054436,0.03452330574417484,0.02974532727478411,0.02942857140305676
1470,0.023690888783325318,0.03245850476923566,0.03554440218691045,0.03203633386584933,0.031022093989520785
1480,0.02438349382731007,0.036156284878987234,0.0385421256655185,0.032308226663868275,0.031030714952024783
1490,0.027016049299651776,0.03604302105546247,0.03468271368074372,0.03247627108860119,0.028588529005055926
1500,0.030156562849712465,0.033193034807862246,0.03699374430598007,0.033361124187894164,0.029590432974236545
1510,0.027237283785854344,0.03603019773304493,0.03582945886905743,0.032722039266060717,0.030618746035450232
1520,0.029439066110058573,0.034720216860172286,0.03371338238638647,0.033217210765380624,0.03155288774647003
1530,0.025640595963014674,0.03406788113690092,0.03634865691674813,0.031995801814663744,0.028995875986834698
1540,0.025440309420594578,0.03580970618652639,0.036793006818970415,0.032263952402128517,0.028727941130709422
1550,0.03166272149119649,0.035119234692853586,0.033332301887068275,0.031829811701632627,0.029768383166353368
1560,0.027329108155425476,0.037609118001689604,0.036197524997247967,0.03132184270095438,0.029856595301724395
1570,0.030977218375823182,0.03533870246405336,0.035629637850960155,0.032695072294146886,0.031410904068983336
1580,0.02987832773571725,0.03420807062415829,0.03481135395013867,0.031868088441487315,0.028422595659556477
1590,0.0310391846593195,0.03457439469227859,0.0379390296982067,0.03207937971057152,0.028529763384350412
1600,0.02674318145615775,0.036465824463617236,0.03601643043881596,0.03236062781113223,0.029933241766825488
1610,0.021477087273271165,0.03534827193167381,0.033235113635282754,0.032442345204231546,0.028474232065537758
1620,0.027384747774059512,0.035625743776918364,0.03698059767500192,0.03219796163139765,0.028685239689547375
1630,0.03038689501150321,0.03210099251807633,0.03746811243874976,0.0328165644919462,0.029477434057575483
1640,0.033166941334917543,0.03785315878137831,0.036045571705581196,0.033679376005801016,0.029986348584806165
1650,0.029884188759427333,0.0360082830159145,0.03502294210380727,0.03274038787733047,0.029252679784346914
1660,0.029729954131720037,0.034648156180019866,0.03675111256486913,0.03276281057983295,0.028818122669784632
1670,0.02229070920833671,0.03709363833808162,0.03519012628009504,0.03030368495195365,0.028282579153549894
1680,0.02848735949306258,0.03530100877176512,0.03461810827431559,0.029847150862337985,0.02977928352565663
1690,0.028620848070154793,0.038401252160774155,0.035859863456670374,0.03306686697864809,0.030944532103348334
1700,0.026243558466384233,0.038941589152470646,0.03639284825544827,0.033051013670014104,0.02938775131085925
1710,0.026280017487308963,0.03600457327163764,0.0365023084287228,0.031806002521526135,0.03068757281572933
1720,0.020855191066426925,0.03272913679607486,0.03736017581452018,0.031227658784393368,0.03141382402519286
1730,0.023652863295699624,0.03727683694277461,0.03676803896198553,0.03365769273725587,0.030727910948793364
1740,0.032992037932814994,0.03355821363187624,0.03511105756711392,0.034922370413265576,0.02937742315469747
1750,0.028069859290420333,0.03304436710021935,0.03604070889927255,0.032379760750567275,0.029044772651579606
1760,0.029434849783220553,0.0392968639439163,0.03404085118710244,0.030979786173046007,0.03029678450903406
1770,0.02733041601367903,0.038053353202564644,0.032938698650382445,0.03174161465684565,0.03064396084741945
1780,0.030581422952557114,0.03379784343684112,0.03560653161741409,0.03270329545924322,0.029473236723054456
1790,0.026154282958817398,0.03542837129682884,0.036157404691020696,0.03294072803509969,0.02818412469027578
1800,0.03468225097962705,0.03634189740431577,0.03389795051999374,0.03184273177406037,0.029547436415658452
1810,0.03075913238708865,0.03523101701759599,0.03474654208853105,0.031759643679270394,0.029907977732412574
1820,0.03335405043135939,0.038961682265711464,0.03582675581196056,0.03430318702901859,0.030060512629245025
1830,0.03336371488124037,0.03514784694424433,0.0345466737312246,0.033216942430210755,0.028392573146736027
1840,0.028604762322051128,0.037730443710000824,0.03547909650121857,0.03307804715404555,0.0296474626382872
1850,0.02702636405418534,0.03418601338728452,0.0313425042806435,0.03034166608363965,0.027648561745496174
1860,0.02760081923191458,0.03456099070632693,0.035908827698970434,0.03303607257769543,0.028798672695045564
